date,open,high,low,close,adj close,volume
"Jan 18, 2021","1,802.00","1,868.00","1,802.00","1,855.70","1,855.70",43
"Jan 11, 2021","1,826.50","1,859.70","1,825.00","1,829.30","1,829.30",565
"Jan 04, 2021","1,912.20","1,959.90","1,834.10","1,834.10","1,834.10",780
"Dec 28, 2020","1,895.50","1,901.30","1,873.70","1,893.10","1,893.10",989
"Dec 21, 2020","1,884.80","1,908.00","1,861.00","1,879.90","1,879.90",497
"Dec 14, 2020","1,835.50","1,896.20","1,822.70","1,885.70","1,885.70","2,999"
"Dec 07, 2020","1,836.50","1,875.80","1,820.80","1,839.80","1,839.80","2,049"
"Nov 30, 2020","1,785.00","1,847.60","1,762.30","1,835.90","1,835.90","8,753"
"Nov 23, 2020","1,834.80","1,837.80","1,770.70","1,781.90","1,781.90","2,79,442"
"Nov 16, 2020","1,874.60","1,888.40","1,856.00","1,872.60","1,872.60","2,176"
"Nov 09, 2020","1,955.60","1,963.20","1,847.10","1,885.70","1,885.70","1,703"
"Nov 02, 2020","1,872.90","1,958.80","1,872.90","1,950.30","1,950.30","2,123"
"Oct 25, 2020","1,895.50","1,908.80","1,858.80","1,877.40","1,877.40","1,660"
"Oct 18, 2020","1,907.30","1,927.30","1,896.10","1,902.00","1,902.00","2,760"
"Oct 11, 2020","1,924.00","1,926.50","1,882.50","1,900.80","1,900.80",627
"Oct 04, 2020","1,898.90","1,929.10","1,873.10","1,919.50","1,919.50","3,306"
"Sep 27, 2020","1,872.80","1,913.00","1,872.40","1,900.20","1,900.20","15,598"
"Sep 20, 2020","1,946.20","1,946.20","1,851.50","1,857.70","1,857.70",757
"Sep 13, 2020","1,946.30","1,968.50","1,933.70","1,952.10","1,952.10",358
"Sep 06, 2020","1,930.90","1,962.70","1,903.10","1,937.80","1,937.80","1,285"
"Aug 30, 2020","1,970.00","1,986.30","1,917.70","1,923.90","1,923.90","1,201"
"Aug 23, 2020","1,930.20","1,972.50","1,909.70","1,964.60","1,964.60","3,629"
"Aug 16, 2020","1,949.60","2,002.80","1,908.90","1,934.60","1,934.60",826
"Aug 09, 2020","2,026.40","2,043.80","1,871.60","1,937.00","1,937.00","1,880"
"Aug 02, 2020","1,984.30","2,063.00","1,955.50","2,010.10","2,010.10","5,217"
"Jul 26, 2020","1,901.70","1,981.10","1,901.50","1,962.80","1,962.80","2,42,791"
"Jul 19, 2020","1,807.00","1,897.30","1,807.00","1,897.30","1,897.30","1,026"
"Jul 12, 2020","1,805.00","1,813.50","1,791.00","1,808.30","1,808.30",840
"Jul 05, 2020","1,788.20","1,819.80","1,783.30","1,798.20","1,798.20","1,764"
"Jun 28, 2020","1,779.80","1,798.00","1,765.80","1,784.00","1,784.00","2,116"
"Jun 21, 2020","1,755.20","1,783.10","1,750.50","1,772.50","1,772.50","3,830"
"Jun 14, 2020","1,730.00","1,750.70","1,703.30","1,745.90","1,745.90","1,700"
"Jun 07, 2020","1,679.10","1,744.10","1,675.90","1,729.30","1,729.30","2,660"
"May 31, 2020","1,740.40","1,747.00","1,668.60","1,676.20","1,676.20","6,676"
"May 24, 2020","1,726.40","1,738.30","1,685.60","1,736.90","1,736.90","1,62,336"
"May 17, 2020","1,755.70","1,770.50","1,720.50","1,734.60","1,734.60",946
"May 10, 2020","1,702.30","1,753.40","1,690.20","1,753.40","1,753.40","2,895"
"May 03, 2020","1,702.60","1,728.90","1,684.20","1,709.90","1,709.90","2,054"
"Apr 26, 2020","1,731.90","1,731.90","1,670.50","1,694.50","1,694.50","2,461"
"Apr 19, 2020","1,686.00","1,745.10","1,659.90","1,723.50","1,723.50","1,928"
"Apr 12, 2020","1,722.00","1,775.00","1,684.90","1,689.20","1,689.20","2,398"
"Apr 05, 2020","1,629.10","1,736.20","1,625.90","1,736.20","1,736.20","3,779"
"Mar 29, 2020","1,641.20","1,652.80","1,570.00","1,633.70","1,633.70","23,358"
"Mar 22, 2020","1,505.30","1,685.50","1,490.20","1,623.90","1,623.90","1,01,610"
"Mar 15, 2020","1,569.10","1,569.10","1,452.10","1,484.00","1,484.00",924
"Mar 08, 2020","1,696.10","1,701.60","1,513.80","1,515.70","1,515.70",601
"Mar 02, 2020","1,583.90","1,686.20","1,574.30","1,670.80","1,670.80","1,559"
"Feb 24, 2020","1,657.00","1,686.60","1,564.10","1,564.10","1,564.10","3,830"
"Feb 17, 2020","1,579.80","1,645.00","1,579.80","1,644.60","1,644.60","1,155"
"Feb 10, 2020","1,569.30","1,582.70","1,561.00","1,582.70","1,582.70",746
"Feb 03, 2020","1,592.90","1,593.30","1,547.70","1,568.60","1,568.60","3,886"
"Jan 27, 2020","1,584.30","1,589.00","1,569.20","1,582.90","1,582.90","3,14,730"
"Jan 20, 2020","1,559.30","1,571.10","1,549.80","1,571.10","1,571.10",145
"Jan 13, 2020","1,557.40","1,558.80","1,534.90","1,558.80","1,558.80",297
"Jan 06, 2020","1,580.00","1,604.20","1,543.30","1,557.50","1,557.50",769
"Dec 30, 2019","1,512.60","1,552.70","1,510.00","1,549.20","1,549.20","1,068"
"Dec 23, 2019","1,482.30","1,513.80","1,479.90","1,513.80","1,513.80","1,408"
"Dec 16, 2019","1,473.80","1,478.90","1,472.60","1,474.70","1,474.70","1,196"
"Dec 09, 2019","1,458.80","1,483.90","1,458.60","1,475.60","1,475.60","3,644"
"Dec 02, 2019","1,462.80","1,483.40","1,453.30","1,459.10","1,459.10","6,051"
"Nov 25, 2019","1,457.10","1,465.60","1,452.00","1,465.60","1,465.60","4,41,760"
"Nov 18, 2019","1,472.00","1,474.50","1,463.10","1,463.10","1,463.10",225
"Nov 11, 2019","1,461.00","1,471.80","1,447.10","1,467.30","1,467.30",180
"Nov 04, 2019","1,511.60","1,511.60","1,461.30","1,461.30","1,461.30","1,301"
"Oct 27, 2019","1,504.10","1,513.10","1,481.00","1,508.00","1,508.00","1,227"
"Oct 20, 2019","1,489.90","1,514.30","1,481.50","1,499.50","1,499.50",446
"Oct 13, 2019","1,484.40","1,495.40","1,476.60","1,488.20","1,488.20","1,503"
"Oct 06, 2019","1,504.80","1,511.20","1,476.90","1,482.70","1,482.70",422
"Sep 29, 2019","1,495.90","1,518.20","1,458.30","1,506.20","1,506.20","2,948"
"Sep 22, 2019","1,515.50","1,533.00","1,485.60","1,499.10","1,499.10","16,060"
"Sep 15, 2019","1,506.60","1,509.40","1,489.30","1,507.30","1,507.30",44
"Sep 08, 2019","1,509.00","1,515.40","1,486.90","1,490.90","1,490.90",128
"Sep 01, 2019","1,522.90","1,553.20","1,504.50","1,506.20","1,506.20",364
"Aug 25, 2019","1,543.20","1,549.30","1,516.70","1,519.10","1,519.10","4,236"
"Aug 18, 2019","1,507.20","1,527.60","1,492.90","1,526.60","1,526.60","2,710"
"Aug 11, 2019","1,496.00","1,531.40","1,483.70","1,512.50","1,512.50","3,159"
"Aug 04, 2019","1,440.40","1,509.90","1,440.40","1,496.60","1,496.60","2,733"
"Jul 28, 2019","1,419.60","1,448.00","1,400.90","1,445.60","1,445.60","3,05,739"
"Jul 21, 2019","1,425.30","1,425.30","1,413.90","1,418.50","1,418.50",35
"Jul 14, 2019","1,414.40","1,444.20","1,404.60","1,425.10","1,425.10",132
"Jul 07, 2019","1,395.90","1,424.00","1,386.20","1,409.90","1,409.90",131
"Jun 30, 2019","1,386.60","1,434.00","1,382.80","1,396.70","1,396.70",318
"Jun 23, 2019","1,406.00","1,433.30","1,399.80","1,409.70","1,409.70","2,356"
"Jun 16, 2019","1,339.00","1,406.00","1,335.00","1,396.20","1,396.20",345
"Jun 09, 2019","1,335.80","1,355.40","1,319.10","1,340.10","1,340.10","1,679"
"Jun 02, 2019","1,307.00","1,347.70","1,307.00","1,341.20","1,341.20","2,137"
"May 26, 2019","1,276.50","1,306.40","1,273.90","1,305.80","1,305.80","2,48,081"
"May 19, 2019","1,276.10","1,284.80","1,272.00","1,283.00","1,283.00",29
"May 12, 2019","1,286.70","1,300.10","1,274.50","1,274.50","1,274.50",121
"May 05, 2019","1,282.20","1,286.50","1,278.80","1,285.70","1,285.70",69
"Apr 28, 2019","1,284.80","1,284.90","1,266.60","1,279.20","1,279.20",830
"Apr 21, 2019","1,273.50","1,284.90","1,266.00","1,284.90","1,284.90","1,770"
"Apr 14, 2019","1,284.80","1,287.30","1,270.10","1,271.90","1,271.90","1,501"
"Apr 07, 2019","1,292.20","1,309.10","1,288.60","1,290.60","1,290.60","1,186"
"Mar 31, 2019","1,291.80","1,295.90","1,279.50","1,290.40","1,290.40","1,822"
"Mar 24, 2019","1,320.70","1,322.90","1,286.10","1,293.00","1,293.00","2,95,346"
"Mar 17, 2019","1,297.30","1,311.60","1,297.30","1,311.60","1,311.60",30
"Mar 10, 2019","1,291.00","1,307.50","1,288.80","1,301.80","1,301.80",37
"Mar 04, 2019","1,285.50","1,297.40","1,281.00","1,297.00","1,297.00",177
"Feb 25, 2019","1,329.20","1,331.60","1,288.90","1,296.40","1,296.40","1,979"
"Feb 18, 2019","1,320.90","1,344.00","1,320.50","1,329.20","1,329.20","2,103"
"Feb 11, 2019","1,313.40","1,318.80","1,301.60","1,318.10","1,318.10","1,419"
"Feb 04, 2019","1,318.10","1,318.10","1,302.20","1,313.70","1,313.70","1,720"
"Jan 28, 2019","1,300.80","1,325.40","1,298.40","1,316.90","1,316.90","2,71,467"
"Jan 21, 2019","1,282.50","1,297.40","1,278.50","1,297.40","1,297.40",22
"Jan 14, 2019","1,292.40","1,293.90","1,281.30","1,281.30","1,281.30",25
"Jan 07, 2019","1,286.80","1,291.20","1,278.20","1,287.10","1,287.10",169
"Dec 31, 2018","1,278.00","1,294.20","1,275.30","1,282.70","1,282.70",212
"Dec 24, 2018","1,260.30","1,280.10","1,260.30","1,279.90","1,279.90","1,375"
"Dec 17, 2018","1,239.30","1,263.60","1,239.30","1,253.80","1,253.80",454
"Dec 10, 2018","1,249.60","1,249.60","1,234.10","1,237.00","1,237.00",559
"Dec 03, 2018","1,222.50","1,249.80","1,221.30","1,246.80","1,246.80","1,995"
"Nov 26, 2018","1,220.20","1,228.70","1,211.20","1,220.20","1,220.20","3,04,713"
"Nov 19, 2018","1,223.10","1,228.80","1,219.00","1,221.00","1,221.00",13
"Nov 12, 2018","1,201.60","1,223.80","1,196.30","1,220.80","1,220.80",11
"Nov 05, 2018","1,230.60","1,233.80","1,206.40","1,206.40","1,206.40",36
"Oct 28, 2018","1,224.50","1,236.00","1,212.00","1,230.90","1,230.90",439
"Oct 21, 2018","1,224.50","1,238.60","1,219.60","1,232.50","1,232.50",114
"Oct 14, 2018","1,222.40","1,232.30","1,222.40","1,225.30","1,225.30",783
"Oct 07, 2018","1,201.00","1,224.60","1,183.70","1,218.10","1,218.10","1,585"
"Sep 30, 2018","1,191.60","1,206.00","1,185.80","1,201.20","1,201.20","1,237"
"Sep 23, 2018","1,199.30","1,202.80","1,180.00","1,191.50","1,191.50","23,229"
"Sep 16, 2018","1,199.70","1,206.20","1,196.20","1,196.20","1,196.20",2
"Sep 09, 2018","1,193.00","1,205.00","1,190.40","1,195.00","1,195.00",92
"Sep 02, 2018","1,193.80","1,202.00","1,189.90","1,193.60","1,193.60",83
"Aug 26, 2018","1,210.30","1,217.00","1,196.00","1,200.30","1,200.30","1,791"
"Aug 19, 2018","1,184.80","1,208.00","1,184.40","1,206.30","1,206.30",214
"Aug 12, 2018","1,207.00","1,207.40","1,161.40","1,176.50","1,176.50",430
"Aug 05, 2018","1,214.40","1,216.40","1,205.60","1,211.10","1,211.10","1,340"
"Jul 29, 2018","1,222.50","1,228.10","1,205.10","1,214.20","1,214.20","67,182"
"Jul 22, 2018","1,222.00","1,231.40","1,222.00","1,222.60","1,222.60","2,54,430"
"Jul 15, 2018","1,242.70","1,243.80","1,211.70","1,229.50","1,229.50",102
"Jul 08, 2018","1,258.20","1,262.30","1,239.60","1,239.60","1,239.60",141
"Jul 01, 2018","1,249.90","1,257.30","1,237.00","1,254.30","1,254.30",81
"Jun 24, 2018","1,270.60","1,271.20","1,244.80","1,251.30","1,251.30","1,714"
"Jun 17, 2018","1,280.70","1,281.80","1,260.00","1,267.40","1,267.40",196
"Jun 10, 2018","1,299.30","1,307.70","1,274.00","1,274.60","1,274.60",990
"Jun 03, 2018","1,293.90","1,302.80","1,289.90","1,298.10","1,298.10","1,603"
"May 27, 2018","1,298.70","1,306.80","1,288.90","1,294.80","1,294.80","4,41,924"
"May 20, 2018","1,287.40","1,303.70","1,287.40","1,303.30","1,303.30",113
"May 13, 2018","1,319.90","1,319.90","1,285.20","1,290.20","1,290.20",42
"May 06, 2018","1,310.60","1,320.80","1,308.50","1,319.00","1,319.00",422
"Apr 29, 2018","1,309.60","1,316.20","1,302.60","1,312.70","1,312.70",104
"Apr 22, 2018","1,334.00","1,334.40","1,312.80","1,320.30","1,320.30","1,565"
"Apr 15, 2018","1,341.00","1,355.20","1,335.30","1,336.70","1,336.70","1,211"
"Apr 08, 2018","1,333.00","1,365.40","1,327.00","1,344.80","1,344.80",614
"Apr 01, 2018","1,327.00","1,347.30","1,319.00","1,331.90","1,331.90","2,675"
"Mar 25, 2018","1,348.50","1,354.40","1,321.70","1,322.80","1,322.80","3,55,768"
"Mar 18, 2018","1,309.40","1,349.30","1,307.30","1,349.30","1,349.30",52
"Mar 11, 2018","1,319.40","1,325.90","1,310.10","1,311.30","1,311.30",66
"Mar 05, 2018","1,323.50","1,338.10","1,313.00","1,322.40","1,322.40",213
"Feb 26, 2018","1,335.00","1,340.50","1,301.80","1,321.10","1,321.10","1,618"
"Feb 19, 2018","1,348.40","1,350.20","1,322.00","1,328.20","1,328.20",899
